,station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP,date_int
138742,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-06,20.12,46.04,,4.47388,180.0,18.119214,,,0.0,20170306
138743,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-07,46.04,60.08,,10.737312,180.0,38.02798,,,0.0,20170307
138744,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-31,55.94,80.06,,4.697574,180.0,21.027236,0.0,0.0,0.0,20170731
138745,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-06,57.02,78.08,,5.816044,180.0,14.987498,0.0,0.0,0.0,20170806
141654,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-31,48.02,60.08,,9.395148,170.0,27.96175,,,0.83858313,20170331
141655,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-17,71.96,86.0,,6.71082,170.0,23.935258,,,0.05905515,20170617
146137,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-20,32.0,46.04,,2.908022,170.0,12.079476,,,0.05905515,20170120
146138,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-27,46.04,71.96,,4.250186,170.0,16.105968,,,0.20866153,20170327
146139,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-10,50.0,80.96,,8.276678,170.0,23.040482,,,0.0,20170410
146140,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-15,51.98,75.02,,8.724066,170.0,19.908766,,,0.03149608,20170415
146141,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-30,62.96,82.94,,8.052984,170.0,19.908766,,,0.0,20170430
146142,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-05,51.08,73.04,,8.94776,170.0,27.96175,,,1.57874101,20170505
146143,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-12,50.0,55.94,,4.47388,170.0,14.987498,,,0.09842525,20170512
146144,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-05,64.04,73.94,,4.47388,170.0,12.974252,,,0.11023628,20170605
146145,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-14,71.96,91.04,,6.263432,170.0,16.105968,,,0.0,20170614
146146,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-11,69.08,80.06,,6.934514,170.0,16.105968,,,0.01968505,20170811
146175,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-10,16.16,39.92,24.08,5.144962,170.0,18.119214,0.0,0.0,0.0393701,20170110
146176,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-11,55.94,87.08,70.34,5.816044,170.0,19.908766,0.0,0.0,0.0,20170411
146177,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-18,73.04,91.94,80.42,8.94776,170.0,25.053728,0.0,0.0,0.0,20170618
146267,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-31,46.04,57.02,,6.039738,170.0,27.066974,,,0.92126034,20170331
146268,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-03,46.04,62.06,,7.82929,170.0,23.040482,0.0,0.0,0.09842525,20170403
146269,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-26,59.0,78.98,,6.487126,170.0,21.922012,0.0,0.0,0.0,20170626
146270,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-12,78.08,96.08,,8.052984,170.0,27.96175,0.0,0.0,0.0,20170712
149142,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-21,42.98,48.02,,3.802798,160.0,12.079476,,,0.01968505,20170121
149143,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-24,44.96,69.08,,7.381902,160.0,21.027236,,,0.0,20170224
149144,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-22,73.04,87.98,,6.263432,160.0,21.922012,,,0.0,20170622
153206,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-09,12.2,26.24,,8.500372,160.0,21.922012,,,0.0,20170109
153207,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-10,18.14,37.04,,8.500372,160.0,27.066974,,,0.11023628,20170110
153208,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-11,35.96,51.98,,9.618842,160.0,25.053728,,,0.29133874,20170111
153209,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-12,44.96,66.02,,9.618842,160.0,23.040482,,,0.01968505,20170112
153210,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-22,42.98,66.02,,3.35541,160.0,12.079476,,,0.0,20170222
153211,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-23,48.02,75.92,,6.263432,160.0,17.000744,,,0.0,20170223
153212,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-24,55.04,77.0,,11.632088,160.0,27.066974,,,0.0,20170224
153213,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-28,35.96,62.96,,5.816044,160.0,29.08022,,,0.29921276,20170228
153214,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-06,27.14,50.0,,3.802798,160.0,14.987498,,,0.0,20170306
153215,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-07,42.08,57.02,,4.250186,160.0,21.027236,,,0.24015761,20170307
153216,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-13,19.22,42.08,,8.276678,160.0,25.948504,,,0.12992133,20170313
153217,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-19,51.98,62.06,,12.30317,160.0,25.053728,,,0.01181103,20170419
153218,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-28,60.08,82.94,,6.71082,160.0,21.922012,,,0.0,20170428
153219,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-04,46.94,64.94,,9.618842,160.0,25.948504,,,0.59842552,20170504
153220,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-21,57.92,66.92,,7.605596,160.0,19.01399,,,0.0,20170521
153221,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-28,57.02,73.04,,2.684328,160.0,23.040482,,,0.40157502,20170528
153222,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-15,73.04,86.0,,9.618842,160.0,27.066974,,,0.01181103,20170615
153223,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-16,69.98,82.94,,4.026492,160.0,17.000744,,,0.0787402,20170616
153224,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-29,64.94,87.98,,10.289924,160.0,25.053728,,,0.0,20170629
153244,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-03,39.92,69.08,53.96,7.82929,160.0,25.948504,0.0,0.0,0.1181103,20170403
153245,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-10,39.92,82.94,60.44,4.697574,160.0,21.922012,0.0,0.0,0.0,20170410
153246,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-27,53.06,80.06,64.58,5.368656,160.0,19.908766,0.0,0.0,0.0,20170427
153247,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-17,68.0,87.08,76.64,4.250186,160.0,19.01399,0.0,0.0,0.0,20170817
153337,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-16,66.02,84.02,,4.921268,160.0,18.119214,0.0,0.0,0.0,20170716
153338,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-18,69.98,82.04,,5.144962,160.0,14.092722,0.0,0.0,0.0,20170718
153339,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-15,73.94,80.96,,1.789552,160.0,10.06623,0.0,0.0,0.25196864,20170815
156196,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-16,37.04,42.08,,4.921268,150.0,14.092722,,,0.0,20170116
156197,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-21,37.04,50.0,,6.934514,150.0,19.01399,,,0.0,20170221
156198,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-06,23.18,48.02,,8.94776,150.0,23.935258,,,0.0,20170306
156199,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-30,42.08,51.08,,10.513618,150.0,23.935258,,,0.0,20170330
156200,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-03,48.02,64.04,,12.526864,150.0,34.001488,,,0.01181103,20170403
156201,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-18,51.08,68.0,,9.171454,150.0,23.935258,,,0.0,20170418
156202,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-21,60.08,75.92,,6.263432,150.0,19.01399,,,0.75984293,20170421
156203,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-11,69.98,89.06,,7.605596,150.0,18.119214,,,0.0,20170611
156204,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-04,73.04,89.06,,3.579104,150.0,14.987498,,,0.0,20170704
156205,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-18,73.04,87.08,,5.816044,150.0,21.027236,,,0.0,20170718
156206,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-19,73.04,89.06,,6.263432,150.0,17.000744,,,0.0,20170719
156207,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-14,64.94,82.04,,3.802798,150.0,16.105968,,,0.0,20170814
156208,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-17,71.96,84.02,,6.71082,150.0,21.922012,,,0.09842525,20170817
156209,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-12,60.08,75.92,,5.59235,150.0,12.974252,,,0.0,20170912
160517,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-23,23.18,46.94,,5.144962,150.0,17.000744,,,0.0,20170323
160518,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-30,39.02,51.98,,8.94776,150.0,23.040482,,,0.0,20170330
160519,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-18,50.0,71.06,,6.039738,150.0,27.066974,,,0.0,20170418
160520,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-30,62.96,71.96,,7.381902,150.0,23.040482,,,0.0393701,20170530
160521,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-26,60.98,82.04,,4.026492,150.0,12.974252,,,0.0,20170726
160522,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-17,64.94,89.96,,6.263432,150.0,17.000744,,,0.01181103,20170817
160537,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-24,46.04,73.94,60.26,6.934514,150.0,23.935258,0.0,0.0,0.0,20170224
160538,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-04,68.0,87.98,76.64,5.816044,150.0,23.040482,0.0,0.0,0.0,20170804
160611,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-19,50.0,69.08,,7.605596,150.0,27.066974,,,0.0,20170219
160612,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-27,57.92,71.96,,5.368656,150.0,14.092722,0.0,0.0,0.0,20170527
160613,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-11,62.06,78.08,,4.697574,150.0,14.092722,0.0,0.0,0.0,20170811
163533,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-05,26.24,37.04,,4.697574,140.0,14.092722,,,0.0,20170105
163534,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-20,32.0,46.04,,4.026492,140.0,14.987498,,,0.03149608,20170120
163535,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-05,48.02,69.98,,8.94776,140.0,25.053728,,,0.0,20170405
163536,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-09,35.06,62.96,,7.381902,140.0,21.922012,,,0.0,20170409
163537,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-14,48.02,64.04,,6.487126,140.0,19.908766,,,0.0,20170414
163538,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-15,53.96,71.96,,10.961006,140.0,23.040482,,,0.01181103,20170415
163539,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-27,57.92,80.96,,7.158208,140.0,21.922012,,,0.0,20170427
163540,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-05,60.98,71.06,,13.42164,140.0,34.001488,,,1.40157556,20170505
163541,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-16,51.08,73.04,,7.605596,140.0,19.908766,,,0.0,20170516
163542,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-15,66.92,78.98,,8.500372,140.0,19.01399,,,0.0,20170615
163543,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-10,68.0,86.0,,8.052984,140.0,23.040482,,,0.0,20170710
163544,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-17,10.22,95.0,,5.59235,140.0,19.908766,,,0.0,20170717
163545,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-03,69.98,84.92,,6.039738,140.0,18.119214,,,0.0,20170803
163546,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-11,64.94,80.96,,8.276678,140.0,23.040482,,,0.0,20170811
163547,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-21,68.0,86.0,,5.816044,140.0,21.027236,,,0.01968505,20170821
167064,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-14,30.2,35.96,,4.47388,140.0,12.079476,,,0.11023628,20170114
167065,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-31,41.0,48.92,,8.500372,140.0,19.908766,,,0.72047283,20170331
167066,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-03,42.98,69.08,,10.289924,140.0,27.96175,,,0.0393701,20170403
167067,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-05,48.92,69.98,,8.724066,140.0,33.106712,,,0.0,20170405
167068,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-28,57.02,75.92,,6.934514,140.0,19.01399,,,0.0,20170828
167082,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-20,32.0,44.96,38.48,2.908022,140.0,12.079476,0.0,0.0,0.01968505,20170120
167083,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-30,42.08,50.0,47.48,8.052984,140.0,18.119214,0.0,0.0,0.05118113,20170330
167084,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-18,48.92,69.08,59.9,5.59235,140.0,23.040482,0.0,0.0,0.0,20170418
167085,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-17,71.06,87.98,76.82,4.921268,140.0,21.922012,0.0,0.0,0.0393701,20170617
167155,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-16,68.0,77.0,,4.026492,140.0,19.908766,0.0,0.0,0.0,20170616
167156,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-14,66.92,80.06,,4.026492,140.0,12.974252,0.0,0.0,0.0,20170814
169626,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-11,51.08,60.08,,11.1847,130.0,36.014734,,,1.44881968,20170511
169627,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-29,62.06,75.92,,7.82929,130.0,23.040482,,,0.0,20170529
169628,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-10,62.96,86.0,,8.276678,130.0,19.01399,,,0.0,20170610
169629,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-28,60.08,78.08,,6.039738,130.0,18.119214,,,0.0,20170628
169630,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-16,75.02,129.92,,6.934514,130.0,14.092722,,,0.0,20170716
169631,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-26,71.06,80.96,,8.052984,130.0,21.027236,,,0.0,20170726
169632,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-02,71.06,86.0,,6.263432,130.0,17.000744,,,0.0,20170802
169633,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-10,60.98,80.96,,4.921268,130.0,12.974252,,,0.0,20170810
169634,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-16,62.06,82.94,,3.579104,130.0,12.079476,,,0.0,20170916
172452,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-06,69.98,77.0,,4.47388,130.0,12.079476,,,0.94881941,20170706
172453,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-17,71.06,91.04,,4.921268,130.0,25.053728,,,0.0,20170717
172459,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-17,55.04,93.02,73.04,4.026492,130.0,19.908766,0.0,0.0,0.0,20170517
172460,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-01,64.04,89.96,76.28,3.802798,130.0,21.922012,0.0,0.0,0.01181103,20170801
172461,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-11,64.94,80.06,72.86,4.026492,130.0,19.01399,0.0,0.0,0.22834658,20170811
172511,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-18,48.92,60.08,,10.513618,130.0,25.053728,0.0,0.0,0.0,20170418
174588,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-17,22.1,42.08,,6.71082,120.0,17.000744,,,0.0,20170217
174589,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-19,51.08,60.98,,9.171454,120.0,19.908766,,,0.0,20170419
174590,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-27,57.92,73.94,,5.816044,120.0,19.01399,,,0.0,20170527
174591,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-30,62.06,69.98,,9.618842,120.0,21.922012,,,0.03149608,20170530
174592,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-26,62.96,82.04,,7.381902,120.0,23.935258,,,0.0,20170626
174593,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-13,69.08,80.06,,6.934514,120.0,17.000744,,,0.01968505,20170913
177045,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-27,59.0,75.92,,4.250186,120.0,14.092722,,,0.0,20170827
177056,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-09,33.98,71.96,53.78,4.47388,120.0,19.908766,0.0,0.0,0.0,20170409
177057,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-04,44.06,66.02,55.94,12.30317,120.0,27.066974,0.0,0.0,0.14960638,20170504
177058,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-15,64.94,84.92,75.74,7.605596,120.0,19.01399,0.0,0.0,0.0,20170615
177110,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-14,39.92,60.98,,3.579104,120.0,12.974252,0.0,0.0,0.0,20170414
177111,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-04,46.04,60.98,,12.526864,120.0,25.053728,0.0,0.0,0.0,20170504
177112,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-06,73.04,78.98,,5.816044,120.0,19.01399,0.0,0.0,0.27952771,20170706
177113,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-28,71.06,82.04,,6.263432,120.0,25.948504,0.0,0.0,2.27952879,20170728
178958,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-10,44.06,69.08,,4.921268,110.0,14.987498,,,0.0,20170510
178959,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-22,59.0,68.0,,4.026492,110.0,12.079476,,,0.55905542,20170522
178960,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-05,75.02,84.92,,9.171454,110.0,19.908766,,,0.0,20170705
181176,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-23,39.92,64.94,,5.816044,110.0,17.000744,,,0.0,20170423
181177,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-21,66.02,89.06,,3.35541,110.0,14.987498,,,0.0,20170821
181187,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-21,35.06,53.96,46.04,6.487126,110.0,19.01399,0.0,0.0,0.0,20170221
181188,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-19,48.02,62.06,55.22,6.71082,110.0,17.000744,0.0,0.0,0.0,20170419
181189,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-22,55.94,69.08,61.34,3.35541,110.0,12.079476,0.0,0.0,0.18897648,20170522
181190,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-28,55.94,75.02,64.94,6.263432,110.0,18.119214,0.0,0.0,0.18897648,20170528
181191,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-04,69.98,91.94,80.24,4.47388,110.0,21.922012,0.0,0.0,0.31889781,20170704
181192,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-27,57.92,77.0,68.18,5.816044,110.0,19.01399,0.0,0.0,0.0,20170827
181193,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-13,62.96,78.98,68.36,2.460634,110.0,10.961006,0.0,0.0,0.09842525,20170913
181262,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-13,51.08,62.96,,13.869028,110.0,36.014734,0.0,0.0,0.77165396,20170513
181263,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-30,57.02,64.94,,5.59235,110.0,19.01399,0.0,0.0,0.38188997,20170530
181264,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-06,60.08,66.92,,6.934514,110.0,21.027236,0.0,0.0,0.0,20170606
181265,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-05,71.06,80.96,,11.408394,110.0,27.96175,0.0,0.0,0.22834658,20170905
182906,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-24,35.96,66.02,,10.961006,100.0,29.08022,,,0.0,20170324
182907,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-04,55.04,66.02,,14.987498,100.0,29.08022,,,0.03149608,20170504
182908,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-21,55.94,69.08,,9.395148,100.0,19.908766,,,0.0,20170521
182909,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-24,57.02,62.96,,11.1847,100.0,27.066974,,,0.25984266,20170524
182910,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-28,62.96,73.94,,7.158208,100.0,16.105968,,,0.09842525,20170528
182911,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-06,60.98,80.96,,6.71082,100.0,29.08022,,,0.0,20170806
182912,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-09,60.98,82.94,,4.250186,100.0,12.079476,,,0.0,20170809
182913,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-26,60.98,80.06,,7.381902,100.0,21.027236,,,0.0,20170826
182914,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-02,60.98,66.92,,9.618842,100.0,25.053728,,,0.90944931,20170902
182915,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-17,64.04,82.04,,6.039738,100.0,23.935258,,,0.01181103,20170917
184964,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-26,57.92,78.98,,2.684328,100.0,12.079476,,,0.0,20170826
184965,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-12,55.94,73.94,,2.23694,100.0,12.079476,,,0.0,20170912
184981,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-06,24.26,53.96,36.32,3.802798,100.0,17.000744,0.0,0.0,0.0,20170306
184982,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-27,44.06,69.98,51.08,3.579104,100.0,12.974252,0.0,0.0,0.0393701,20170327
184983,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-05,55.04,71.06,61.34,10.513618,100.0,29.974996,0.0,0.0,1.38976453,20170505
184984,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-12,48.92,57.92,53.24,7.381902,100.0,19.908766,0.0,0.0,0.20078751,20170512
184985,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-21,57.02,68.0,60.98,7.605596,100.0,18.119214,0.0,0.0,0.0,20170521
184986,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-29,62.06,75.92,66.38,6.71082,100.0,18.119214,0.0,0.0,0.0,20170529
184987,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-30,59.0,66.02,62.78,7.605596,100.0,19.908766,0.0,0.0,0.09842525,20170530
184988,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-16,68.0,84.02,74.12,3.579104,100.0,12.974252,0.0,0.0,0.0,20170616
184989,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-10,59.0,84.02,71.42,2.908022,100.0,19.01399,0.0,0.0,0.0,20170810
184990,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-28,55.94,77.0,67.64,10.513618,100.0,27.066974,0.0,0.0,0.0,20170828
184991,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-16,62.06,84.02,72.32,2.013246,100.0,14.092722,0.0,0.0,0.0,20170916
184992,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-17,62.96,80.96,71.96,3.579104,100.0,16.105968,0.0,0.0,0.0,20170917
