,station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP,date_int
55281,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-03,28.22,44.06,,8.94776,290.0,35.119958,,,0.0,20170303
55282,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-08,46.04,62.96,,12.750558,290.0,31.093466,,,0.05905515,20170308
55283,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-15,23.18,33.08,,17.000744,290.0,42.949248,,,0.0,20170315
55284,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-14,46.94,77.0,,9.171454,290.0,29.08022,0.0,0.0,0.0,20170514
55285,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-08,69.98,93.02,,7.605596,290.0,21.922012,0.0,0.0,0.0,20170708
55286,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-01,66.02,86.0,,5.816044,290.0,14.987498,0.0,0.0,0.0,20170801
55287,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-04,73.04,80.96,,6.039738,290.0,21.027236,0.0,0.0,0.0,20170804
58206,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-30,23.18,39.02,,11.1847,280.0,29.08022,,,0.16141741,20170130
58207,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-11,27.14,42.08,,15.434886,280.0,31.093466,,,0.0,20170311
58208,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-26,57.92,78.08,,12.30317,280.0,35.119958,,,0.0,20170526
58209,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-19,,,,12.079476,280.0,55.028724,,,1.22834712,20170619
63301,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-19,35.96,50.0,,4.250186,280.0,12.974252,,,0.0,20170119
63302,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-30,25.16,37.04,,8.724066,280.0,36.90951,,,0.0,20170130
63303,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-31,25.16,50.0,,12.30317,280.0,40.041226,,,0.0,20170131
63304,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-01,35.96,46.04,,9.171454,280.0,27.96175,,,0.0,20170201
63305,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-02,29.12,44.96,,10.737312,280.0,31.093466,,,0.0,20170202
63306,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-11,29.12,66.92,,4.921268,280.0,27.96175,,,0.0,20170211
63307,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-19,53.96,68.0,,9.618842,280.0,23.935258,,,0.0,20170219
63308,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-02,33.08,55.04,,19.237684,280.0,48.988986,,,0.0,20170302
63309,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-04,51.08,75.92,,10.06623,280.0,36.014734,,,0.0393701,20170404
63310,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-16,60.08,84.92,,11.632088,280.0,34.001488,,,0.0,20170416
63311,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-21,62.06,82.94,,6.934514,280.0,21.027236,,,0.22834658,20170421
63312,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-03,50.0,62.96,,10.513618,280.0,31.093466,,,0.0,20170503
63313,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-07,44.96,62.96,,12.30317,280.0,35.119958,,,0.0,20170507
63314,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-09,37.04,66.02,,3.579104,280.0,16.105968,,,0.0,20170509
63315,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-02,55.94,78.98,,8.052984,280.0,34.001488,,,0.0,20170602
63316,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-06,60.08,75.02,,10.06623,280.0,29.08022,,,0.0,20170606
63317,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-11,66.02,91.94,,7.381902,280.0,25.053728,,,0.0,20170611
63318,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-13,69.98,95.0,,5.816044,280.0,18.119214,,,0.0,20170613
63319,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-25,64.94,82.94,,7.605596,280.0,25.948504,,,0.0,20170625
63320,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-26,62.06,80.06,,6.71082,280.0,19.01399,,,0.0,20170626
63321,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-02,73.04,89.96,,6.934514,280.0,19.01399,,,0.0,20170702
63322,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-03,69.08,87.98,,4.921268,280.0,14.987498,,,0.0,20170703
63323,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-21,77.0,93.02,,3.802798,280.0,14.092722,,,0.0,20170721
63324,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-23,71.96,89.96,,6.934514,280.0,36.90951,,,0.72834685,20170723
63325,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-07,55.94,71.06,,7.82929,280.0,23.040482,,,0.01181103,20170907
63326,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-14,62.96,78.98,,4.697574,280.0,17.000744,,,0.03149608,20170914
63348,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-25,37.04,60.08,47.12,5.368656,280.0,25.948504,0.0,0.0,0.0,20170125
63349,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-26,37.04,57.02,45.14,12.079476,280.0,53.015478,0.0,0.0,0.0,20170126
63350,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-27,35.06,42.98,40.64,14.316416,280.0,35.119958,0.0,0.0,0.0,20170127
63351,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-10,20.12,35.96,27.32,9.395148,280.0,31.988242,0.0,0.0,0.0,20170210
63352,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-16,25.16,39.92,34.88,14.763804,280.0,38.922756,0.0,0.0,0.0,20170216
63353,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-19,48.92,71.06,60.62,9.171454,280.0,25.053728,0.0,0.0,0.0,20170219
63354,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-11,20.12,37.04,29.48,12.974252,280.0,33.106712,0.0,0.0,0.0,20170311
63355,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-16,23.18,39.02,30.02,13.645334,280.0,33.106712,0.0,1.968505,0.0,20170316
63356,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-06,48.92,59.0,54.86,11.408394,280.0,57.936746,0.0,0.0,1.44881968,20170406
63357,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-09,35.96,64.94,52.34,5.144962,280.0,23.040482,0.0,0.0,0.0,20170509
63358,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-15,48.92,73.94,62.42,11.632088,280.0,31.988242,0.0,0.0,0.0,20170515
63359,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-12,66.92,93.92,81.86,5.816044,280.0,19.01399,0.0,0.0,0.0,20170612
63360,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-25,62.96,86.0,75.92,8.052984,280.0,25.948504,0.0,0.0,0.0,20170625
63361,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-05,62.06,78.08,75.56,10.513618,280.0,36.014734,0.0,0.0,0.0,20170805
63362,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-18,73.94,91.94,79.52,4.921268,280.0,29.08022,0.0,0.0,0.44094512,20170818
63534,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-20,55.04,71.06,,8.052984,280.0,25.053728,0.0,0.0,0.0,20170420
63535,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-01,62.96,84.02,,6.71082,280.0,23.040482,0.0,0.0,0.0,20170601
63536,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-23,73.04,82.94,,11.1847,280.0,29.974996,0.0,0.0,0.07086618,20170623
63537,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-07,71.96,87.08,,8.276678,280.0,25.948504,0.0,0.0,0.07086618,20170707
66655,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-01,55.04,78.98,,14.54011,270.0,51.002232,,,0.0393701,20170301
66656,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-09,48.92,69.98,,11.1847,270.0,33.106712,,,0.0,20170309
66657,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-15,22.1,33.98,,20.803542,270.0,46.080964,,,0.0,20170315
66658,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-04,53.06,80.06,,10.737312,270.0,36.014734,,,0.0,20170404
66659,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-20,57.92,75.02,,8.500372,270.0,25.053728,,,0.05118113,20170420
66660,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-29,66.02,89.06,,10.289924,270.0,27.066974,,,0.0,20170429
66661,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-03,55.04,84.92,,9.171454,270.0,25.053728,,,0.0,20170603
66662,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-12,77.0,93.02,,6.039738,270.0,17.000744,,,0.0,20170712
66663,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-07,71.06,78.98,,6.934514,270.0,19.01399,,,0.61023655,20170807
71497,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-04,28.22,51.08,,14.316416,270.0,44.962494,,,0.0,20170104
71498,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-26,41.0,51.08,,15.211192,270.0,53.910254,,,0.0,20170126
71499,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-27,33.98,41.0,,14.54011,270.0,31.988242,,,0.0,20170127
71500,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-28,33.98,44.06,,10.289924,270.0,27.96175,,,0.0,20170128
71501,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-29,33.08,39.92,,7.605596,270.0,23.935258,,,0.0,20170129
71502,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-01,51.08,69.98,,10.737312,270.0,46.97574,,,0.25196864,20170301
71503,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-09,48.02,68.0,,12.526864,270.0,33.106712,,,0.0,20170309
71504,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-18,71.06,91.94,,8.94776,270.0,27.066974,,,0.0,20170518
71505,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-10,64.04,87.98,,7.605596,270.0,19.908766,,,0.0,20170610
71506,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-12,68.0,91.94,,5.816044,270.0,19.908766,,,0.0,20170612
71507,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-20,68.0,84.92,,9.171454,270.0,25.053728,,,0.0,20170620
71508,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-14,73.94,89.96,,4.921268,270.0,19.908766,,,0.01181103,20170714
71534,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-29,26.24,44.06,35.24,5.816044,270.0,25.948504,0.0,0.0,0.0,20170129
71535,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-15,20.12,31.1,25.16,21.25093,270.0,53.015478,0.0,1.968505,0.0,20170315
71536,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-04,57.92,78.98,64.94,12.30317,270.0,36.90951,0.0,0.0,0.01181103,20170404
71537,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-15,51.98,75.02,60.44,3.802798,270.0,19.908766,0.0,0.0,0.35826791,20170415
71538,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-16,57.92,87.08,71.24,7.82929,270.0,31.093466,0.0,0.0,0.0,20170416
71539,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-02,53.06,75.92,72.5,11.408394,270.0,34.001488,0.0,0.0,0.0,20170502
71540,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-06,46.94,66.02,59.54,10.513618,270.0,29.974996,0.0,0.0,0.03149608,20170506
71541,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-24,64.94,87.08,80.96,10.289924,270.0,31.988242,0.0,0.0,0.14960638,20170624
71542,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-02,69.98,91.94,80.24,4.250186,270.0,19.908766,0.0,0.0,0.0,20170702
71543,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-15,66.92,87.98,78.98,6.71082,270.0,25.053728,0.0,0.0,0.0,20170715
71544,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-20,73.04,98.06,86.18,5.816044,270.0,23.040482,0.0,0.0,0.0,20170720
71545,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-08,48.92,75.02,62.24,6.263432,270.0,23.040482,0.0,0.0,0.0,20170908
71546,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-14,64.04,80.96,71.42,3.579104,270.0,16.105968,0.0,0.0,0.01181103,20170914
71669,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-27,33.08,46.04,,9.618842,270.0,33.106712,,,0.0,20170127
71670,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-28,31.1,44.06,,9.171454,270.0,27.066974,,,0.0,20170128
71671,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-29,27.14,48.02,,5.816044,270.0,19.908766,,,0.0,20170129
71672,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-09,44.06,69.08,,11.1847,270.0,31.093466,,,0.0,20170309
71673,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-06,50.0,68.0,,11.1847,270.0,42.054472,0.0,0.0,0.20866153,20170406
71674,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-26,59.0,77.0,,10.513618,270.0,33.106712,0.0,0.0,0.0,20170526
71675,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-05,64.94,75.02,,8.276678,270.0,25.053728,0.0,0.0,1.07874074,20170605
71676,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-02,69.08,86.0,,4.921268,270.0,12.974252,0.0,0.0,0.0,20170702
74625,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-28,30.2,46.04,,9.842536,260.0,29.08022,,,0.0,20170128
74626,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-27,46.04,77.0,,8.052984,260.0,27.96175,,,0.0,20170327
74627,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-02,53.06,77.0,,13.869028,260.0,36.014734,,,0.01968505,20170502
74628,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-01,60.98,84.02,,6.487126,260.0,23.935258,,,0.0,20170601
74629,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-24,75.02,87.98,,9.171454,260.0,29.08022,,,0.0,20170724
74630,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-03,60.08,77.0,,6.71082,260.0,18.119214,,,0.01968505,20170903
78773,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-01-05,23.18,32.0,,5.816044,260.0,17.000744,,,0.01968505,20170105
78774,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-05,31.1,48.92,,9.842536,260.0,27.96175,,,0.0,20170205
78775,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-06,44.96,60.98,,10.513618,260.0,33.106712,,,0.90944931,20170406
78776,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-19,69.08,93.02,,3.579104,260.0,14.092722,,,0.0,20170719
78795,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-02,33.08,50.0,42.44,8.500372,260.0,27.96175,0.0,0.0,0.0,20170202
78796,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-05,28.22,51.08,36.14,5.816044,260.0,21.027236,0.0,0.0,0.0,20170205
78797,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-31,62.06,82.94,68.72,4.026492,260.0,42.949248,0.0,0.0,0.38188997,20170531
78798,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-09,51.08,82.94,66.74,6.71082,260.0,23.935258,0.0,0.0,0.0,20170609
78799,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-26,57.92,82.04,72.14,6.263432,260.0,21.922012,0.0,0.0,0.0,20170626
78800,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-13,73.94,95.0,84.56,7.381902,260.0,23.935258,0.0,0.0,0.01968505,20170713
78801,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-03,57.02,77.0,65.84,6.487126,260.0,27.066974,0.0,0.0,0.01181103,20170903
78912,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-13,42.08,62.96,,8.724066,260.0,27.066974,,,0.0,20170113
78913,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-05,28.22,50.0,,7.82929,260.0,21.922012,,,0.0,20170205
78914,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-19,71.96,87.98,,9.618842,260.0,23.040482,0.0,0.0,0.0,20170519
78915,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-03,51.08,82.04,,6.263432,260.0,27.066974,0.0,0.0,0.0,20170603
81552,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-05,30.2,51.98,,9.171454,250.0,27.96175,,,0.0,20170205
81553,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-23,48.02,73.94,,6.934514,250.0,25.948504,,,0.0,20170223
81554,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-25,48.92,78.08,,9.618842,250.0,27.96175,,,0.0,20170325
81555,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-06,51.08,68.0,,12.974252,250.0,48.09421,,,0.35826791,20170406
81556,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-11,59.0,78.98,,8.94776,250.0,21.922012,,,0.0,20170411
81557,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-05,64.04,75.02,,7.381902,250.0,23.935258,,,0.29921276,20170605
81558,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-21,71.96,87.08,,10.06623,250.0,23.040482,,,0.0,20170621
81559,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-23,71.96,87.98,,11.855782,250.0,29.08022,,,0.14173236,20170623
81560,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-30,71.06,89.96,,9.395148,250.0,25.948504,,,0.0,20170630
85710,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-06,48.02,66.02,,10.513618,250.0,23.935258,,,0.09842525,20170506
85711,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-01,73.94,89.06,,8.724066,250.0,38.02798,,,0.64960665,20170701
85712,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-20,62.06,84.02,,2.908022,250.0,10.06623,,,0.0,20170820
85713,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-03,57.02,77.0,,6.71082,250.0,21.922012,,,0.01181103,20170903
85732,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-01,55.04,75.02,61.88,12.750558,250.0,53.015478,0.0,0.0,0.01968505,20170301
85733,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-12,55.04,75.92,68.18,6.934514,250.0,23.040482,0.0,0.0,0.0,20170412
85734,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-22,68.0,87.98,77.72,3.802798,250.0,18.119214,0.0,0.0,0.0,20170622
85735,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-29,62.06,89.96,75.02,6.934514,250.0,23.935258,0.0,0.0,0.0,20170629
85736,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-11,69.98,91.94,81.32,5.816044,250.0,21.027236,0.0,0.0,0.0,20170711
85737,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-12,73.94,91.04,82.22,5.144962,250.0,21.027236,0.0,0.0,0.0,20170712
85738,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-22,73.04,93.92,82.58,5.59235,250.0,31.988242,0.0,0.0,0.07086618,20170722
85865,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-25,46.04,75.92,,9.171454,250.0,25.948504,,,0.0,20170325
85866,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-09,48.02,62.96,,6.934514,250.0,19.01399,0.0,0.0,0.0,20170509
85867,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-09,50.0,80.96,,8.276678,250.0,23.040482,0.0,0.0,0.0,20170609
85868,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-07,57.92,75.02,,5.816044,250.0,21.027236,0.0,0.0,0.01968505,20170907
88398,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-03,42.08,48.02,,6.263432,240.0,17.000744,,,0.68897675,20170103
88399,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-28,51.98,71.96,,7.605596,240.0,21.922012,,,0.03149608,20170328
88400,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-19,69.08,91.04,,8.94776,240.0,36.014734,,,0.11023628,20170519
88401,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-25,57.02,78.08,,11.632088,240.0,38.02798,,,0.42126007,20170525
88402,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-05,69.98,84.92,,9.618842,240.0,23.935258,,,0.0,20170905
88403,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-14,68.0,80.96,,6.934514,240.0,17.000744,,,0.0,20170914
92399,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-12,57.02,75.02,,6.71082,240.0,27.066974,,,0.01968505,20170412
92425,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-11,29.12,53.06,40.64,4.026492,240.0,16.105968,0.0,0.0,0.0,20170211
92426,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-27,24.26,55.94,38.48,2.908022,240.0,17.000744,0.0,0.0,0.0,20170227
92427,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-07,44.06,69.98,52.88,6.71082,240.0,29.974996,0.0,0.0,0.05905515,20170307
92428,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-24,30.2,60.98,42.08,7.158208,240.0,25.948504,0.0,0.0,0.0,20170324
92429,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-28,60.08,84.02,73.22,5.144962,240.0,19.908766,0.0,0.0,0.0,20170428
92430,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-25,55.94,73.94,61.88,10.06623,240.0,35.119958,0.0,0.0,1.03937064,20170525
92431,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-20,66.02,87.98,76.64,7.82929,240.0,23.040482,0.0,0.0,0.0,20170620
92432,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-01,73.04,91.94,81.5,6.487126,240.0,31.093466,0.0,0.0,0.35039389,20170701
92433,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-22,69.98,91.94,79.34,6.487126,240.0,25.053728,0.0,0.0,0.0,20170822
92434,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-09-04,55.04,82.04,68.36,6.039738,240.0,21.922012,0.0,0.0,0.0,20170904
92582,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-04,51.98,78.98,,11.1847,240.0,33.106712,0.0,0.0,0.0,20170404
92583,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-05,57.92,66.92,,9.842536,240.0,36.014734,0.0,0.0,0.88976426,20170505
92584,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-18,66.92,87.08,,10.737312,240.0,27.066974,0.0,0.0,0.0,20170518
92585,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-25,55.94,75.02,,9.395148,240.0,23.935258,0.0,0.0,0.29921276,20170525
92586,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-22,73.04,93.02,,7.381902,240.0,27.066974,0.0,0.0,1.31889835,20170722
92587,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-24,75.92,89.06,,7.605596,240.0,21.027236,0.0,0.0,0.0,20170724
92588,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-18,73.04,84.02,,9.171454,240.0,35.119958,0.0,0.0,0.42913409,20170818
95237,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-01,35.96,51.98,,5.59235,230.0,23.040482,,,0.0,20170101
95238,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-06,50.0,66.92,,11.408394,230.0,29.974996,,,0.0,20170506
95239,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-13,77.0,93.92,,6.934514,230.0,23.040482,,,0.01181103,20170713
